,,phi_1,phi_2,phi_3,theta_1,theta_2,theta_3,theta_4,sigma,mu,init_y_1,init_y_2,init_y_3,logL,logL_birth,nlive
22764,0.7897756618582729,1.140542,-0.25935927,-0.35816044,0.11258301,-0.06633987,0.030621497,0.3354869,15.527618,45.535618,35.557777,49.86595,51.724842,-1049.2017,-1049.4099,986
22765,0.7906438121176622,1.2792329,-0.57689714,-0.16233268,-0.09736612,0.037373494,0.086632684,0.40907362,14.295955,41.505352,19.738075,59.353188,32.19298,-1049.2006,-1049.3699,985
22766,0.7912231090597903,1.366925,-0.6432776,-0.14446722,-0.20218657,0.040588476,0.06978973,0.31892222,16.20932,41.16549,14.454764,16.013567,80.39023,-1049.1998,-1049.2114,984
22767,0.7914163023454562,1.2760242,-0.49288908,-0.21776982,-0.15422836,-0.074401036,0.105789274,0.3070807,14.226523,49.07958,4.1764803,67.21225,-39.480083,-1049.1996,-1049.2114,983
22768,0.79189949196477,1.4351372,-0.7747099,-0.045513168,-0.12822889,0.09599418,0.05145984,0.3416418,13.7739105,44.363415,-2.5324914,-6.531992,34.082012,-1049.199,-1049.6466,982
22769,0.7928667564012669,1.1581393,-0.39988816,-0.21107781,0.15869783,0.03750722,0.11308487,0.30393457,14.412609,45.67112,1.6940566,32.964638,-20.669586,-1049.1978,-1049.7064,981
22770,0.7930603510182708,1.5956908,-1.0479114,0.13098529,-0.3616579,0.07751585,0.18209615,0.19047914,14.955432,48.102806,22.055054,29.458033,-76.69786,-1049.1975,-1050.7112,980
22771,0.7934476820729809,1.3592732,-0.57627547,-0.1530405,-0.18548998,-0.01011377,-0.022782385,0.33546552,14.094679,47.176884,1.7919695,6.490382,40.69847,-1049.197,-1049.6466,979
22772,0.793641418535217,1.466241,-0.68495214,-0.12963392,-0.1630549,-0.08225431,0.002404128,0.25614855,15.100446,42.861645,3.8516147,-4.996931,-22.232832,-1049.1968,-1050.2526,978
22773,0.7940290333837607,1.1101348,-0.24955003,-0.33274105,0.026535345,-0.074525125,0.1706999,0.31531215,15.155302,45.6846,-2.381306,45.935753,13.073845,-1049.1963,-1050.3723,977
22774,0.7942229117935325,1.6234107,-1.0667729,0.114617705,-0.3776183,0.19632488,0.10752387,0.37169516,13.768094,44.53734,10.657954,32.128036,46.99687,-1049.196,-1049.3264,976
22775,0.794901859103791,1.2383974,-0.41411093,-0.23104012,0.014979709,-0.07195303,0.07564296,0.24402186,14.4654,43.364315,15.118064,5.7535744,-8.103856,-1049.1952,-1049.279,975
22776,0.7953871767869428,1.1811932,-0.39629334,-0.27487722,0.0755848,0.03608643,0.12899294,0.27167457,15.474348,48.266834,14.7517805,55.813744,64.81986,-1049.1946,-1050.6553,974
22777,0.7954842758743282,1.5526614,-0.87268186,-0.06072992,-0.41555274,-0.073361725,0.057906102,0.34730086,14.760132,44.32293,22.758383,49.67763,-70.56524,-1049.1945,-1050.3146,973
22778,0.7957756442655568,1.4161698,-0.7634928,-0.06170263,-0.124383666,-0.04228421,0.083829604,0.34940192,15.316642,48.52316,27.05324,57.163826,80.47154,-1049.1941,-1051.5955,972
22779,0.7959699491465999,1.0811734,-0.11607057,-0.37403706,0.15110154,-0.10993086,-0.05530136,0.14299168,14.265815,44.395767,-1.9220089,47.958126,15.569823,-1049.1938,-1049.8353,971
22780,0.7960671193771695,1.3134466,-0.60211986,-0.11689166,-0.116324686,0.007447314,0.08695835,0.22123039,13.489129,44.736298,13.777609,56.2875,22.841486,-1049.1937,-1049.4507,970
22781,0.7976234573358819,1.0247705,-0.0840244,-0.39036208,0.19989586,-0.1441926,-0.040060654,0.25439757,14.193557,43.910923,-19.65818,30.355228,-25.120876,-1049.1918,-1049.563,969
22782,0.7984027669543216,1.2950612,-0.5576336,-0.1419488,-0.1093083,0.1061308,0.007261558,0.15968344,15.23596,45.90983,7.0545774,85.58796,-77.06706,-1049.1908,-1050.4668,968
22783,0.7985977133012222,1.2820544,-0.5393486,-0.19957747,-0.06468704,0.035625637,0.13228005,0.30655056,16.203846,46.08045,-1.7437692,44.3358,-23.196365,-1049.1906,-1049.4099,967
22784,0.7992804004418869,1.5530792,-0.92954254,0.0499958,-0.27321407,0.16730921,-0.0027452724,0.1662394,15.605175,44.931915,34.14997,53.77691,47.05954,-1049.1897,-1049.3264,966
22785,0.7995731592689467,1.1577406,-0.2592391,-0.3599039,0.09625018,-0.09455835,0.06871379,0.24671856,14.706789,43.564995,-6.927386,3.034672,63.528015,-1049.1893,-1050.5646,965
22786,0.8000613289577235,1.1045625,-0.2298212,-0.3478842,0.08676252,-0.13268991,0.15323216,0.24762876,15.01901,44.334023,-6.4092207,18.488688,25.708025,-1049.1887,-1049.521,964
22787,0.8003543738222648,1.391867,-0.70266205,-0.09505447,-0.11210456,-0.036996786,0.028184596,0.39086977,15.053596,42.5059,6.198751,9.77932,33.435867,-1049.1884,-1049.563,963
22788,0.8003543738229927,1.2364146,-0.46486628,-0.14676279,-0.018495336,0.07426051,0.043285634,0.19362146,14.79901,42.83288,17.67242,35.598293,103.89815,-1049.1884,-1049.7064,962
22789,0.8018212089690627,1.1663684,-0.3876498,-0.25113276,0.038331106,0.06860353,0.108803116,0.39247712,14.93661,45.73716,-8.649628,24.648151,9.017038,-1049.1865,-1049.863,961
22790,0.8028985963714375,1.3493499,-0.48947358,-0.22456373,-0.16550002,-0.09527982,0.04069166,0.19786114,14.626755,43.843445,-4.1643267,15.085864,4.2959805,-1049.1852,-1049.7909,960
22791,0.8040755791991765,1.5399299,-0.89911586,0.014516919,-0.19889525,-0.01517435,0.024251569,0.25071988,13.672318,42.28193,-2.371434,7.6572394,-33.25813,-1049.1837,-1050.8157,959
22792,0.804370094395456,1.0643183,-0.14753525,-0.39430025,0.26230115,-0.04052793,-0.018670147,0.21271214,15.377851,46.278934,20.700348,49.878357,65.38602,-1049.1833,-1049.279,958
22793,0.8047629491353382,1.3243358,-0.47628957,-0.22010444,-0.0810116,-0.06519299,0.07875987,0.27590218,14.20082,41.90344,7.3887877,54.28953,7.2678294,-1049.1829,-1051.8007,957
22794,0.8050577160995552,1.2565413,-0.3762581,-0.27882653,-0.05737737,-0.13622598,-0.062291056,0.26684794,14.763703,45.995743,26.84605,51.919132,167.68622,-1049.1825,-1049.3264,956
22795,0.805254287388067,1.440129,-0.74149185,-0.06442306,-0.24717627,0.02012951,0.037161168,0.17353083,15.533985,42.565807,-1.1053579,-17.448204,80.57298,-1049.1823,-1049.6069,955
22796,0.8053525910302435,1.1672231,-0.34519947,-0.29821187,-0.007676953,-0.14762981,0.11072915,0.30462748,14.92209,42.915936,8.907402,-2.8531396,59.95486,-1049.1821,-1049.6069,954
22797,0.8054509066723761,1.1774808,-0.368642,-0.25408006,0.12687752,0.03139902,-0.012779673,0.24747343,15.476132,42.72558,-4.725086,27.347776,-14.415004,-1049.182,-1050.0573,953
22798,0.8059426649484978,1.3436388,-0.61954767,-0.16893685,-0.08827246,0.038845472,0.110972606,0.2836861,13.611112,46.903923,4.419827,36.443512,52.021492,-1049.1814,-1050.2526,952
22799,0.7863899851158516,1.3022037,-0.54580873,-0.17794614,-0.16011834,-0.0493815,0.051051933,0.27537608,14.628164,40.771572,-5.4946012,18.940918,-15.570577,-1049.1807,-1049.8353,951
22800,0.7675574224270295,1.2931404,-0.47433504,-0.24947391,-0.05061993,-0.052442722,0.13404147,0.39730984,14.805334,41.255257,5.4378076,39.60471,-39.710808,-1049.179,-1049.4507,1000
22801,0.7678385618253009,1.254463,-0.4565178,-0.20836596,0.08171306,-0.003341752,0.054915614,0.25912917,14.6662855,50.084538,4.731016,75.80048,-4.465457,-1049.1786,-1049.2114,999
22802,0.768401149585441,1.4597257,-0.7856018,-0.031154271,-0.23088853,0.085962586,0.14603361,0.22440547,14.419464,43.123272,32.636177,37.444237,13.814682,-1049.1779,-1049.279,998
22803,0.7689641495484478,1.2114234,-0.4020673,-0.2955615,-0.016543565,-0.04279195,0.08942269,0.39868474,14.82277,47.307415,-6.1636515,-11.485338,34.36433,-1049.1771,-1049.2114,997
22804,0.7692458041997422,1.305885,-0.6211271,-0.090740405,-0.10835953,0.11284592,0.07022567,0.34890553,14.405493,44.602688,6.341463,21.686218,24.28425,-1049.1768,-1050.6084,996
22805,0.7698094230320003,1.3620305,-0.60514253,-0.18610492,-0.23111133,-0.1013548,0.15436904,0.3453681,14.882713,45.6966,18.075586,17.668884,47.50321,-1049.176,-1051.9106,995
22806,0.7698094230318253,1.5294594,-0.85193056,-0.028190892,-0.26443684,0.04421774,0.048398167,0.3457821,14.730507,38.528103,-12.906211,5.265261,-61.643154,-1049.176,-1049.8353,994
22807,0.7706556256705183,1.2963004,-0.4778402,-0.18028799,0.03692098,-0.10059342,-0.07268583,0.2386058,14.991935,46.07548,15.298734,52.81201,-10.258778,-1049.1749,-1051.1371,993
22808,0.7710320142473549,1.357849,-0.6453349,-0.16697663,-0.20515952,0.073863104,0.086416334,0.40252137,15.716997,45.572746,12.290441,46.65503,26.825176,-1049.1744,-1050.9187,992
22809,0.7711261401113269,1.0710843,-0.20921487,-0.3194438,0.10521528,-0.07017797,0.05601092,0.23290129,15.1068,43.220722,-21.508879,47.049335,-12.753708,-1049.1743,-1049.4507,991
22810,0.7714085866522021,1.3019073,-0.5241964,-0.1553773,0.025798893,-0.00070686644,0.011151801,0.18044463,14.704458,40.881187,16.42832,10.977516,51.897263,-1049.174,-1050.5646,990
22811,0.7724451093629566,1.3046921,-0.5010427,-0.1813975,0.030118627,-0.016984772,-0.058756724,0.23627022,14.316498,42.82308,6.0215545,11.339962,17.868435,-1049.1726,-1049.7064,989
22812,0.772539407734947,1.7779977,-1.164504,0.14230078,-0.42319116,-0.031934105,0.050253805,0.21773268,14.823397,46.82492,10.631265,24.66494,-73.86888,-1049.1725,-1050.2526,988
22813,0.7736718865080713,1.1565521,-0.277174,-0.30441606,0.11996438,-0.17953739,-0.059037205,0.28759497,15.136855,46.28783,11.05487,70.84102,25.46346,-1049.171,-1050.7112,987
22814,0.7738607943045559,1.4729663,-0.828877,-0.04720329,-0.17129579,0.08444769,0.05103811,0.27621725,14.848088,47.37985,8.736502,2.7545726,33.79702,-1049.1708,-1049.9591,986
22815,0.7746168868631049,1.6454502,-1.0598164,0.06815222,-0.48095047,0.16639754,-0.004556453,0.2802365,14.644086,41.76024,0.02817944,32.25238,-13.276353,-1049.1698,-1049.3264,985
22816,0.7760365520903206,1.4159762,-0.6550253,-0.14465615,-0.053729687,-0.034537535,0.077854715,0.23931022,14.095858,46.01934,19.8833,62.464775,-4.2516403,-1049.168,-1049.6069,984
22817,0.7766051464360388,1.3760716,-0.6145113,-0.10530605,-0.18506739,-0.08263047,-0.013181612,0.23529205,15.115382,43.954685,-6.1328254,24.15591,-26.558908,-1049.1672,-1049.9591,983
22818,0.7769844407611382,1.3229382,-0.6200484,-0.08756337,-0.07362733,0.10696343,0.020683477,0.28154263,14.858576,41.881927,-11.696663,3.6901956,-32.627407,-1049.1667,-1049.2439,982
22819,0.7769844407618448,1.2434905,-0.43912518,-0.19352797,0.03601043,-0.00037557678,-0.037426,0.270369,14.278691,44.10336,18.20783,16.490675,52.78624,-1049.1667,-1050.3146,981
22820,0.7781234355851516,1.8294253,-1.2912059,0.24199599,-0.47113815,-0.041976273,0.03383475,0.23502497,14.80117,47.116215,32.095222,40.745045,-31.921555,-1049.1653,-1052.5424,980
22821,0.7782184271534505,1.1999056,-0.36501777,-0.2730703,0.065149024,-0.09300099,0.0069193975,0.19868533,13.983457,41.98095,13.294926,-4.147002,107.10442,-1049.1652,-1050.9187,979
22822,0.7783134303191692,0.9183012,0.043408807,-0.47073212,0.3204475,-0.099914715,0.026921583,0.2351493,14.222384,43.41793,-14.654397,33.0355,23.031628,-1049.165,-1049.6466,978
22823,0.7785985094063321,1.3491457,-0.63146824,-0.117261924,-0.13224398,0.04125106,-0.015723078,0.24947707,13.291624,44.292747,6.845893,35.57121,-4.034812,-1049.1647,-1049.2439,977
22824,0.778883692911339,1.1588998,-0.28614843,-0.3210941,0.02625874,-0.11213501,0.038385514,0.3456474,14.057094,47.683327,20.291819,-13.652833,89.660866,-1049.1643,-1049.4099,976
22825,0.7788836929120473,1.1984732,-0.47077066,-0.1686597,0.08316573,0.023993349,0.044097167,0.19859353,14.910126,45.76802,6.3297815,-0.7097473,69.59348,-1049.1643,-1049.3264,975
22826,0.7805969888694906,1.0348351,-0.12485332,-0.45266336,0.16817896,-0.13179155,0.10289034,0.3525467,14.7332945,47.755753,-7.40045,70.71914,-13.654217,-1049.1621,-1052.1389,974
22827,0.7813596629550998,1.4661795,-0.7465994,-0.07744746,-0.378225,-0.0124199325,0.12795267,0.21154524,14.333248,43.324818,19.500164,45.314198,5.7925644,-1049.1611,-1049.7909,973
22828,0.7814550495960401,1.1170715,-0.27073842,-0.32099748,0.21418066,-0.017196931,0.08912782,0.23768373,14.560623,42.403435,2.1092777,70.4398,19.095469,-1049.161,-1049.279,972
22829,0.7814550495960401,1.6369281,-1.0080587,0.09390991,-0.4082509,-0.0014019527,0.054634843,0.13425641,14.515237,40.88941,-7.167473,-13.011203,-44.183563,-1049.161,-1049.1807,971
22830,0.7816458578107954,1.3303174,-0.61142045,-0.11023244,0.015007759,0.08723581,0.018118761,0.24224456,14.6123295,42.914913,-7.1951575,7.6595626,3.5712328,-1049.1608,-1050.1589,970
22831,0.7822185620401545,1.1967779,-0.47538912,-0.17124839,0.08255811,0.022681247,0.074222736,0.33070678,14.420597,45.203133,11.101505,29.069057,24.165277,-1049.16,-1049.8353,969
22832,0.7830784052589936,1.3521328,-0.6645162,-0.12991847,-0.08979886,0.03597711,0.08097846,0.2567703,15.20708,46.707195,5.650166,13.252578,-50.729237,-1049.1589,-1053.2557,968
22833,0.7844178182100681,1.2684029,-0.49023375,-0.22903849,-0.042041663,-0.09601028,0.09252489,0.44433802,14.358289,44.084606,24.392628,59.824177,-14.029633,-1049.1572,-1049.7909,967
22834,0.7846093498456639,1.1612345,-0.29358554,-0.27044666,0.14753793,-0.04745312,-0.060364567,0.12880863,14.478841,42.649826,28.816757,65.92169,95.423874,-1049.157,-1049.3264,966
22835,0.7846093498454855,1.3418461,-0.5608415,-0.20251808,-0.06334544,0.01773698,0.08478767,0.29060167,14.990648,41.859966,-19.825804,26.027697,-82.211975,-1049.157,-1051.314,965
22836,0.784705133199331,1.2914459,-0.47174692,-0.24545257,-0.08129852,-0.012670457,0.13964342,0.30153722,14.801748,42.972965,1.8486464,-4.127254,5.718193,-1049.1569,-1049.863,964
22837,0.7848009282472646,1.1027792,-0.25638905,-0.29577526,0.14136565,0.013914162,-0.024543142,0.27376217,15.578977,44.613216,12.751811,75.04213,33.159332,-1049.1567,-1049.3264,963
22838,0.7850883835630905,1.6329912,-1.0225164,0.08250198,-0.30456746,0.10351645,0.008984244,0.20582317,15.222741,45.957787,-19.051298,-3.6314552,-61.429058,-1049.1564,-1049.1807,962
22839,0.7851842253973716,1.463368,-0.85834885,0.0051297173,-0.23319356,0.13677032,0.08394199,0.30582124,14.622877,38.10807,-3.249357,12.718433,-52.357338,-1049.1562,-1052.2772,961
22840,0.7858554459188691,1.6405572,-0.9985149,0.015147255,-0.4104589,-0.03476225,0.076151386,0.3749655,14.961839,44.617844,-8.066412,4.962603,-40.285557,-1049.1554,-1049.279,960
22841,0.7863352404244169,1.3136504,-0.5548987,-0.18133797,-0.19180787,-0.011458126,0.06619981,0.30064166,16.206402,45.22705,20.577814,53.78877,5.983618,-1049.1548,-1049.863,959
22842,0.7865272402385338,1.2728775,-0.43034515,-0.24750687,-0.068175055,-0.038479492,0.013906036,0.23531272,15.350417,41.002205,-16.149773,54.896214,-48.72895,-1049.1545,-1050.4668,958
22843,0.7871035210098433,1.3939822,-0.5914738,-0.15151078,-0.045058552,-0.04156696,-0.017049149,0.18569557,15.051634,43.078693,4.2707157,-0.54939336,30.937256,-1049.1538,-1050.2019,957
22844,0.7871035210098433,1.0870086,-0.14588594,-0.42333272,0.03767798,-0.2261719,0.06297464,0.33923304,14.42006,46.619434,1.7844887,60.09535,4.618085,-1049.1538,-1050.7112,956
22845,0.7873918197140292,1.2837492,-0.5872536,-0.16510786,-0.025115583,-0.010886001,0.16875686,0.38045877,13.888212,41.409256,11.366523,46.143154,7.5744624,-1049.1534,-1052.0131,955
22846,0.7874879427461074,1.2100785,-0.45995194,-0.1889353,0.0162414,0.044520054,-0.040388774,0.18507904,14.2690115,44.734657,10.985703,37.035076,74.29489,-1049.1533,-1049.2114,954
22847,0.7899912645812517,1.2644677,-0.4440449,-0.21605036,0.07840585,-0.043853585,0.011131378,0.25981507,14.785041,46.21269,27.740759,29.280014,46.68291,-1049.1501,-1050.411,953
22848,0.7902806210016613,1.2795025,-0.5450476,-0.11083218,-0.028362777,0.028552774,-0.04235386,0.20372492,14.563751,45.793423,16.138887,29.330738,11.771603,-1049.1498,-1050.3146,952
22849,0.7731815418938724,1.0962206,-0.2805283,-0.31138834,0.15071337,0.0060896887,0.009205662,0.32540548,15.069517,45.807198,-2.591165,43.419773,-41.135445,-1049.1464,-1049.3699,951
22850,0.7542968976385578,1.1462712,-0.25250155,-0.30798733,0.08680318,-0.1536216,0.018328847,0.2505155,15.605966,47.13883,4.073126,24.883867,61.5425,-1049.1451,-1050.1083,1000
22851,0.7542968976385578,1.1250533,-0.16933912,-0.39679947,0.15131111,-0.114550576,0.067613095,0.22925662,14.88661,42.728,15.668877,35.51274,28.13762,-1049.1451,-1049.1807,999
22852,0.7546652966047854,1.3877411,-0.68093395,-0.1442326,-0.07662685,0.027883045,0.14500171,0.3461464,15.545361,47.91165,10.541511,56.111454,7.9588404,-1049.1447,-1049.8353,998
22853,0.7554948522678738,1.1727645,-0.26469848,-0.3355072,-0.008628326,-0.031326465,0.013126608,0.26112404,14.263628,43.620235,-17.39948,72.439224,-52.318535,-1049.1436,-1049.7476,997
22854,0.7560483959129447,1.2426286,-0.51477605,-0.16954625,-0.019793361,0.011866848,0.14939068,0.25504908,14.751592,50.24436,22.543486,67.38345,25.924162,-1049.1428,-1049.563,996
22855,0.7563253198078201,1.0952017,-0.27069303,-0.35096428,0.14286245,-0.026295561,0.15650481,0.40911847,14.610399,44.58607,-0.48198187,115.10507,-20.543762,-1049.1425,-1049.4099,995
22856,0.7571567002281957,1.078993,-0.24865186,-0.33558467,0.1346746,-0.048494216,0.11206561,0.2240723,14.760131,48.1887,18.166595,27.109144,54.262997,-1049.1414,-1049.2114,994
22857,0.7575264959223449,1.4843258,-0.79628384,-0.027303793,-0.23865116,0.104252115,-0.03343041,0.29762262,14.349886,50.91348,12.944219,60.232914,25.951607,-1049.1409,-1049.4507,993
22858,0.7586369670104497,1.2364471,-0.4114995,-0.23460162,-0.017307516,-0.0234508,-0.024400651,0.31067175,14.936871,39.52941,1.4925972,54.630905,-23.430622,-1049.1394,-1050.1589,992
22859,0.759470888478221,1.2938862,-0.5062967,-0.19253044,-0.0091832485,0.050204717,0.12085617,0.31413835,15.2744255,41.13266,0.06927448,36.436577,-44.11788,-1049.1383,-1049.279,991
22860,0.7598418144235355,1.3801044,-0.62789315,-0.14433193,-0.17762624,-0.0072080516,0.07671463,0.2284645,14.030821,41.53986,-9.439155,40.689026,-11.967285,-1049.1378,-1049.279,990
22861,0.7603985430444902,1.1711142,-0.31286058,-0.29885504,0.07812204,-0.05611518,0.02360052,0.26460952,14.421785,41.20612,-11.686179,10.756194,47.035576,-1049.1371,-1052.2245,989
22862,0.7606770603034244,1.2597464,-0.45168093,-0.26144376,0.017030157,0.018280234,0.09368204,0.24534522,15.059329,45.80127,22.618038,73.4803,-25.553307,-1049.1367,-1049.7909,988
22863,0.761141482452059,1.2100217,-0.34942752,-0.29110286,0.01606838,-0.039462958,0.10142499,0.16414517,15.113465,45.71976,9.22284,66.53087,34.93228,-1049.1361,-1049.9591,987
22864,0.7612344009013361,1.3028756,-0.6262462,-0.12102772,-0.10565133,0.10601009,0.14500399,0.39007926,14.917404,41.411465,-4.945561,17.409025,54.81766,-1049.136,-1049.1807,986
22865,0.7615132243167891,1.1231397,-0.26502103,-0.37159288,0.0830906,-0.06956131,0.0069834497,0.3347738,15.210644,42.609676,-1.5828065,39.771866,-5.075098,-1049.1356,-1050.6084,985
22866,0.7635610523147189,1.6113617,-1.045983,0.09634535,-0.47149011,0.18939663,0.0008984508,0.19779277,14.185846,42.265038,1.714416,7.381411,-103.50938,-1049.1329,-1051.1371,984
22867,0.7636542661393243,1.3593103,-0.586035,-0.10037122,-0.09578672,-0.00038448875,-0.048516322,0.1014751,14.3989725,43.76375,15.809309,36.947216,-35.397648,-1049.1328,-1050.2019,983
22868,0.76468036956119,1.3358811,-0.55342203,-0.21722314,-0.13529712,-0.048500985,0.026017211,0.3595299,15.086221,48.949875,23.367985,57.20297,-55.72212,-1049.1315,-1049.279,982
22869,0.764773720031105,1.294665,-0.462173,-0.22779775,-0.06399789,-0.18819737,0.022789033,0.27955613,15.494416,43.640003,12.583964,35.182056,-37.36835,-1049.1313,-1050.1589,981
22870,0.7649604551593328,0.9807916,-0.03424108,-0.43853998,0.23065789,-0.12531744,-0.0140002165,0.25404662,14.7735,47.21407,21.369267,28.161133,33.59229,-1049.1311,-1053.075,980
22871,0.7660818238151391,1.3183665,-0.5342374,-0.21023466,-0.03463307,0.006781383,-0.009541289,0.2855134,15.555914,42.809784,-8.01433,9.523151,-29.008625,-1049.1296,-1049.1464,979
22872,0.7660818238158358,1.2593832,-0.3893966,-0.30669463,-0.106167756,-0.20120512,0.040606156,0.36539218,14.632338,41.443134,10.531855,40.131695,-0.72583896,-1049.1296,-1049.1807,978
22873,0.7677669597407069,1.4132197,-0.70256853,-0.11463981,-0.15211129,0.007643303,0.16081311,0.38799205,14.727541,50.168556,8.009374,47.062504,-20.262896,-1049.1274,-1049.3264,977
22874,0.7680481758873627,1.4903181,-0.84293735,-0.06700543,-0.27686924,0.057047974,0.12995976,0.38129482,15.129002,42.254284,28.255018,51.821194,14.673937,-1049.1271,-1049.2114,976
22875,0.7690801832983705,1.2495573,-0.51681346,-0.15424383,0.040081523,0.017992001,0.08008977,0.16942602,14.841267,47.762352,8.305883,55.59702,49.266804,-1049.1257,-1049.2114,975
22876,0.769080183297671,1.3097264,-0.5873858,-0.15924592,-0.046785872,0.02456716,0.107219964,0.25921765,15.417227,48.6915,12.566408,-0.07090275,65.07243,-1049.1257,-1049.279,974
22877,0.7692679699363625,1.0847788,-0.11516654,-0.42890224,0.20120981,-0.11872867,0.005389309,0.17017038,14.708035,43.545807,28.474037,24.980822,79.15637,-1049.1255,-1052.1832,973
22878,0.7694558024280478,1.5893418,-0.9687855,0.06797295,-0.27796054,0.17966227,0.038096186,0.24960642,14.732101,42.083694,18.989082,71.321884,116.78096,-1049.1252,-1050.3723,972
22879,0.7695497358714309,1.2100208,-0.4209659,-0.22473241,0.039295867,0.08592963,0.070961624,0.22169149,14.165162,47.17986,-1.4364547,24.08143,28.877201,-1049.1251,-1050.3146,971
22880,0.7707719146584211,1.5056564,-0.8416664,0.007553171,-0.19768287,-0.025559165,0.110185765,0.14373116,15.311814,46.643642,11.819985,23.823784,-82.17116,-1049.1235,-1051.4393,970
22881,0.7727503050916824,1.0513914,-0.18883736,-0.3138073,0.18386626,-0.07206572,0.02818448,0.21026865,14.896885,45.524014,16.90929,55.286694,-0.2255758,-1049.121,-1049.1807,969
22882,0.7728446407211093,1.1920811,-0.3424851,-0.31597522,-0.005531311,-0.071984544,0.030019704,0.23204142,14.837396,41.342503,-13.873508,40.994774,-68.73273,-1049.1208,-1049.9135,968
22883,0.7731277167113035,1.5501891,-0.95826644,0.049759865,-0.40583068,0.30664074,0.040194117,0.3186997,14.796265,43.249905,7.0086174,24.688354,146.46992,-1049.1205,-1049.3264,967
22884,0.7731277167111278,1.3672267,-0.63630754,-0.17380321,-0.18396506,0.07883652,0.08941797,0.33236057,14.261886,40.664536,20.66712,31.447788,48.421894,-1049.1205,-1049.1807,966
22885,0.7733164916377913,1.201271,-0.33977515,-0.31382647,-0.02781527,-0.07902415,0.015281187,0.29204366,15.419299,41.196865,-12.934952,17.057226,1.8329091,-1049.1202,-1049.4507,965
22886,0.7734108963847748,1.120419,-0.29866472,-0.2758132,0.1857452,0.03357321,0.012926753,0.2459101,15.602983,44.74992,11.120763,64.05232,76.61592,-1049.1201,-1049.6466,964
22887,0.7735053126575339,1.8339987,-1.2943465,0.21505573,-0.5848883,0.08209902,0.027650781,0.25125027,15.160445,38.52584,29.646906,28.054726,60.810402,-1049.12,-1050.411,963
22888,0.775680070984524,1.2665861,-0.5538717,-0.14095885,0.005582706,0.016990013,0.16215095,0.32459697,14.456429,40.418587,22.132269,75.53887,15.172426,-1049.1172,-1050.411,962
22889,0.7757747642730439,1.3574749,-0.58987117,-0.17276493,-0.16555983,-0.034032445,0.016310504,0.3089741,15.566191,48.437523,-9.78524,64.38602,-64.064384,-1049.1171,-1049.1464,961
22890,0.7760589135025066,1.0536877,-0.16410407,-0.36449227,0.20256521,-0.068954684,0.02671568,0.226074,14.452808,49.719074,8.895086,65.204506,12.2966585,-1049.1167,-1049.2439,960
22891,0.7761536530383916,1.3281317,-0.57296896,-0.17777324,-0.18297522,0.030273315,0.031485356,0.37122232,14.174413,46.02687,19.79976,45.552383,-65.180244,-1049.1166,-1049.279,959
22892,0.7762484041409261,1.4240721,-0.72393847,-0.041677818,-0.19588001,0.017012436,-0.048720293,0.15680926,15.086716,48.383804,0.28282976,9.638752,44.52978,-1049.1165,-1050.2526,958
22893,0.7765327268553119,1.6848164,-1.1354787,0.17143089,-0.34854856,0.05940044,0.058674768,0.19274864,15.179386,47.58019,15.542599,2.3848429,-15.144768,-1049.1161,-1049.563,957
22894,0.7776710595030989,1.2960224,-0.5462317,-0.15466683,-0.025979174,0.099809155,0.018081212,0.3511134,14.458308,44.390648,21.528284,78.66301,15.475804,-1049.1146,-1051.1937,956
22895,0.7783358573397174,1.5884683,-0.9714635,0.07112245,-0.34215826,0.07679951,0.04306901,0.18366165,14.137832,39.978012,-10.023639,-21.79244,11.459528,-1049.1138,-1051.314,955
22896,0.7783358573395405,1.3503609,-0.72849923,-0.06426095,-0.16736768,0.102144055,0.13202907,0.33958673,15.237721,48.695595,17.481152,50.400093,-12.087445,-1049.1138,-1049.279,954
22897,0.7790963222096393,1.4664834,-0.8269237,-0.020947006,-0.24160637,0.15672894,0.18447451,0.3312661,15.545681,47.091816,25.89672,60.806297,-89.01975,-1049.1128,-1050.6553,953
22898,0.780238412875132,1.3287268,-0.6179519,-0.1777003,-0.11852087,-0.012914299,0.22120653,0.3035444,14.606292,42.598484,2.0929906,38.88541,-16.981527,-1049.1113,-1049.7476,952
22899,0.7619601453837328,1.2263043,-0.44824117,-0.25399837,0.012990702,-0.12945758,0.06830116,0.3910489,14.413922,43.904957,7.544931,31.27553,81.24089,-1049.1097,-1049.1464,951
22900,0.7430774062609811,1.3615022,-0.6123341,-0.14715037,-0.20139389,0.056377303,-0.08701997,0.2804196,14.666493,48.084637,20.86017,57.913128,28.964815,-1049.1089,-1049.3699,1000
22901,0.7432588437906038,1.3586527,-0.6114971,-0.18312918,-0.1609582,0.042898625,0.058616694,0.25251514,14.315111,47.15012,-5.739764,30.474976,12.783965,-1049.1086,-1050.9694,999
22902,0.7439850370344133,1.3496652,-0.5440703,-0.14484811,-0.113780186,0.03463469,-0.040285915,0.15997596,14.851631,43.660763,19.767124,111.12683,-79.42637,-1049.1077,-1051.0269,998
22903,0.7458036258081095,1.2181784,-0.31840956,-0.32930797,0.07398299,-0.0687225,0.041750062,0.29639494,15.344989,46.758217,-4.829189,19.99512,-29.892063,-1049.1052,-1049.279,997
