,,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,theta_1,sigma,mu,init_y_1,init_y_2,init_y_3,init_y_4,init_y_5,init_y_6,init_y_7,init_y_8,init_y_9,logL,logL_birth,nlive
13297,1.819171799005525e-06,1.0367738,-0.2550709,-0.21520576,-0.13716066,0.17559275,-0.14375715,0.10573271,-0.11969764,0.15342502,0.3713327,16.324663,43.617348,-22.05471,-3.48623,17.843178,71.936516,5.2824388,61.372326,55.143402,-37.250248,24.892946,-1063.197,-1067.0188,953
13298,1.820060283382573e-06,0.5303638,0.24354994,-0.34792697,0.17602028,-0.16255818,-0.11933688,0.128814,0.055250205,0.15087783,0.50872105,16.253244,20.99029,-37.456608,-31.330498,1.0589793,53.68138,-11.324067,12.029697,52.656002,76.1225,-49.107643,-1063.1965,-1064.412,952
13299,1.7811149413341254e-06,1.3281345,-0.5852988,-0.2155654,0.44652033,-0.27077287,0.03737974,0.075402,0.094047256,0.072777845,-0.3553365,16.822233,79.075066,5.168468,-2.0735044,73.48302,3.3543532,62.988777,46.821774,-122.5713,-8.926383,-5.961153,-1063.1929,-1075.7355,951
13300,1.7469699197256023e-06,0.65766615,0.3044964,-0.40434003,0.12024809,-0.29506055,0.27660233,-0.12333128,0.26037934,0.15859352,0.63329893,14.982464,-17.266083,2.689666,-44.608925,13.483104,108.713745,-13.418268,-34.579212,29.29487,89.020836,-57.494965,-1063.1863,-1064.412,1000
13301,1.7563783029788725e-06,0.6630944,0.1848833,-0.13640769,-0.089632966,-0.080470406,0.005498633,-0.0059399838,0.16882011,0.106195025,0.50319165,12.809867,33.038708,60.32096,70.74098,43.015697,39.20907,-2.8455684,62.16265,-43.187706,-45.207268,4.9829435,-1063.1809,-1071.7358,999
13302,1.7651908049334353e-06,0.8831559,0.2642358,-0.5388732,-0.052724868,0.057463195,0.12598561,-0.1408351,0.015793633,0.17983691,0.1388776,16.46477,39.118675,7.7656384,84.51973,56.68546,96.17149,31.06244,27.42423,-14.857839,138.10507,16.75672,-1063.1759,-1068.4053,998
13303,1.7675626483261946e-06,0.61341923,0.24397847,-0.42191145,0.17881192,-0.19778503,0.21957323,-0.035697233,-0.17095302,0.44785213,0.71700436,15.985435,46.625877,7.5751476,78.43952,22.058481,7.713761,68.11964,99.66174,-79.06766,13.735901,30.366253,-1063.1746,-1064.186,997
13304,1.7729650606827493e-06,1.1820381,-0.49407026,0.09259677,-0.024884917,-0.12779962,0.14020106,0.0045381133,-0.20548932,0.21155447,0.03630552,13.490289,55.02185,13.412124,38.974274,-47.779625,-16.714216,4.442484,-13.047268,-9.867245,17.245504,29.425806,-1063.1715,-1066.7935,996
13305,1.7744806929311469e-06,1.1653407,-0.6218581,0.27643663,-0.032967046,-0.06883636,-0.16786568,0.29790288,-0.12430166,0.27017692,-0.09700799,15.100798,60.75678,2.7312524,-13.133494,25.715017,-9.822161,-12.762057,67.78535,42.26046,10.222907,26.536245,-1063.1707,-1063.1929,995
13306,1.7753473501502012e-06,1.278551,-0.60082424,0.09166395,-0.14878727,0.22686844,-0.11344621,0.20216003,-0.28763756,0.3487622,-0.21858542,17.326946,116.526146,-8.88298,-5.7945027,-5.2392926,-14.086363,-2.7577174,2.9441783,71.454895,6.5037127,22.87891,-1063.1702,-1072.3884,994
13307,1.778818213855847e-06,1.4472244,-0.64895624,-0.12651981,0.44645205,-0.35977685,-0.104957975,0.1774945,0.1622371,-0.07418898,-0.21679638,17.328577,33.566498,32.823692,99.05187,47.768803,-23.10845,-18.207693,-74.17563,64.50918,39.78309,-74.37042,-1063.1682,-1065.7853,993
13308,1.7807735558169976e-06,1.1095504,0.006960808,-0.62869596,0.35964608,0.020903021,0.038498517,-0.1758304,0.21359222,0.044323243,0.081837885,16.29259,-28.32598,-13.200189,-45.50413,9.72717,-27.444714,42.02109,31.754734,25.082052,43.658195,71.00291,-1063.1671,-1066.565,992
13309,1.7918944958897486e-06,1.0546128,-0.2994917,-0.2862964,0.18795945,0.071174964,-0.16142988,0.10074757,-0.051233646,0.18378676,0.22039998,16.394678,40.42218,59.870193,88.17632,18.301569,26.81395,49.633762,77.006485,90.27084,-13.228632,92.769485,-1063.1609,-1064.186,991
13310,1.8046262666953364e-06,0.9035094,-0.08413315,-0.110806346,0.14428379,-0.26816967,0.18252182,-0.08248462,-0.061698083,0.37184608,0.35944483,17.880817,68.7541,-29.497147,-23.274864,-37.48846,53.83372,100.922905,10.550359,-72.323425,48.23574,8.233501,-1063.1538,-1065.2688,990
13311,1.8077129816099402e-06,0.46692607,0.17325898,-0.20793884,-0.080030754,-0.1055045,0.02897952,-0.09920655,0.036943972,0.16787419,0.67231655,16.835402,40.30048,-12.488062,61.53186,32.86768,-103.18857,-12.715562,12.394163,-21.698412,15.352119,-8.37972,-1063.1521,-1063.6699,989
13312,1.818336142007463e-06,0.64510673,0.27094978,-0.6010842,0.28427094,-0.10671987,0.18816654,-0.15700792,0.053722717,0.40834272,0.7409798,17.033829,-26.130625,43.724285,-16.65032,-2.987924,118.13792,26.449839,16.255438,25.587614,23.399755,-62.059856,-1063.1462,-1065.2688,988
13313,1.8223359021659286e-06,0.9439402,-0.079192765,-0.24412954,-0.04983296,-0.049298868,0.10710063,-0.23819853,0.22590902,-0.053538356,0.25768328,16.900614,37.768475,35.130447,-24.192022,48.861656,14.602836,-108.16144,92.55143,89.180374,12.528099,-33.90924,-1063.144,-1066.2787,987
13314,1.8227808627071342e-06,0.3669547,0.185543,-0.17994332,-0.038938817,-0.18606205,0.07780372,-0.09446931,-0.027395042,0.4485956,0.59539104,15.995722,48.587864,23.408144,-19.156057,-12.1600485,26.94101,-24.109232,-48.959805,23.671843,23.342388,38.800587,-1063.1438,-1065.2688,986
13315,1.8346119872731179e-06,0.8345582,-0.09743785,-0.09988437,-0.082975894,0.23780738,-0.17016123,-0.1718879,0.097924516,0.32766098,0.40635777,14.380605,42.001965,49.00862,37.263786,14.427445,44.039318,43.0585,32.48069,7.395288,-39.17647,-13.282926,-1063.1373,-1065.7853,985
13316,1.8366286597885807e-06,1.3009137,-0.5917102,0.21744192,-0.16493946,-0.11361623,0.22763775,0.012128417,-0.0057734624,0.09059453,-0.04853266,14.722562,16.413933,-22.373396,50.9557,8.287203,-55.819405,-43.720856,31.364685,-9.355831,-38.835285,45.694035,-1063.1362,-1072.0127,984
13317,1.8612295262316784e-06,0.39785928,0.2376954,-0.12916358,0.2612806,-0.4184095,0.04576016,0.07725681,-0.10238148,0.2842754,0.72047836,14.045562,44.20871,12.018991,-19.479008,-33.351433,-12.58374,15.845955,45.170193,16.504683,-31.142292,-60.54923,-1063.1229,-1064.412,983
13318,1.8639579345298089e-06,0.68592113,-0.026705768,-0.27783555,-0.10314892,-0.08341092,0.11358772,-0.022622336,-0.13215037,0.1935743,0.49839845,15.269542,51.274055,18.24311,53.239464,-15.493578,16.196049,10.434644,-22.804325,-61.49002,59.10141,-29.376572,-1063.1215,-1069.4722,982
13319,1.866918223828717e-06,0.8406857,0.06831482,-0.22220267,-0.11360188,-0.039924514,-0.022290623,-0.022196349,-0.04954102,0.1575652,0.46922636,15.086974,37.129803,33.106865,44.428684,-66.23029,-77.48957,63.492455,62.763985,-115.29947,38.7809,-40.893665,-1063.1199,-1063.9591,981
13320,1.8707964664388614e-06,0.7633137,-0.11530976,-0.011991753,0.025306549,-0.05868607,0.06748957,0.019780228,-0.1517901,0.41915432,0.27383012,15.952459,33.524414,-17.777527,38.034313,-26.141392,31.044868,-74.39623,-82.482605,10.030757,-15.098223,12.621453,-1063.1178,-1073.7283,980
13321,1.8765144046136062e-06,1.0625587,-0.05026015,-0.1277236,-0.27194607,0.21458586,0.000117217765,-0.2014842,0.36257723,-0.042394634,0.20379686,16.672205,10.880145,12.207179,1.3324164,24.69286,-10.174733,62.093052,57.611786,33.483288,-39.15758,-65.35562,-1063.1147,-1065.5347,979
13322,1.8880027636275383e-06,0.9227073,-0.117483646,-0.28635386,0.10569091,0.08115311,-0.23280743,0.0038179134,0.18245146,0.060259808,0.21540052,18.954031,59.504044,31.471691,-82.0359,37.283928,42.967712,-36.52161,28.459442,-54.496365,-52.50072,75.19895,-1063.1086,-1075.7355,978
13323,1.903972290720543e-06,0.569495,0.48265105,-0.40927008,-0.17253998,0.16475534,-0.09828512,-0.13288969,0.11690514,0.044763565,0.6475236,17.597143,54.550816,29.206295,-27.949339,-0.86505395,33.786118,31.267517,63.58665,-7.4580736,-22.828032,38.357025,-1063.1002,-1090.4468,977
13324,1.9228915685031127e-06,1.0710161,-0.38882318,0.009799978,0.299917,-0.5510219,0.2441085,-0.20476016,0.33112144,0.02187484,-0.083676085,15.1156845,43.177128,-42.30151,-26.894358,70.51058,5.1729164,-34.634163,39.193367,10.050671,-2.176232,-33.207775,-1063.0903,-1064.9717,976
13325,1.929946317490144e-06,0.88336957,0.045931946,-0.16219279,0.15938418,-0.23293744,-0.1109588,0.2770608,0.011862021,0.10807062,0.3563337,15.686048,64.25267,43.593987,-2.163841,43.50226,-29.704464,40.467335,1.534075,77.59871,-31.773209,-26.9814,-1063.0867,-1067.0188,975
13326,1.9391561998863595e-06,0.8173743,0.09104317,-0.36229542,0.035729785,-0.021635715,0.026349701,-0.17630653,0.09728938,0.10500075,0.39839673,18.91717,47.366505,-17.723839,61.51096,58.96862,-65.840164,18.074127,-26.570087,8.853868,-92.05701,-29.591385,-1063.0819,-1079.0145,974
13327,1.9455580058328613e-06,0.5140209,0.21607868,-0.22309831,0.06377359,-0.04001325,-0.11603065,-0.058334433,0.18665963,0.22144474,0.65685457,13.675879,41.32064,7.642879,11.5906515,-20.412277,-1.6820444,10.446188,-8.111754,-131.51167,23.036108,109.79715,-1063.0786,-1067.8359,973
13328,1.957708025648829e-06,0.57851833,0.39843535,-0.419434,-0.1280079,0.01290544,0.30824807,-0.15525328,-0.14431466,0.34788993,0.57916564,12.816311,55.349277,49.072624,53.831722,17.767174,71.00327,-1.6731043,-20.732174,51.066364,25.288296,10.193097,-1063.0724,-1072.3884,972
13329,1.9846573693091235e-06,0.76405966,0.061144523,-0.37896883,0.09948678,0.3150882,-0.35052678,-0.11198171,0.03802536,0.29508054,0.36472997,13.940136,47.219727,4.83612,-49.741035,-46.964424,-53.559437,-34.103878,3.5350418,-86.591415,-60.805916,-30.89226,-1063.0587,-1077.3861,971
13330,1.9861115082364575e-06,1.8315196,-1.0890911,-0.10429513,0.4275345,-0.18333676,-0.12510002,0.24780808,0.008705382,-0.046821136,-0.7132408,14.7598505,63.50742,-77.542076,-50.35669,-51.54265,-28.37652,-23.494833,-10.567601,-13.575979,-64.05003,-57.74497,-1063.058,-1064.186,970
13331,1.9882947145601486e-06,0.37136367,0.45985058,-0.2723664,-0.04174985,-0.17097269,0.035917595,0.17869449,0.13438454,0.1095935,0.69796,15.693441,61.701927,-22.451687,-2.332357,-17.050566,29.632113,23.403185,65.890816,98.4994,38.441998,30.09116,-1063.0569,-1064.186,969
13332,1.991695584350981e-06,0.8402306,-0.05985551,-0.2609572,0.1366414,-0.220018,0.10856428,-0.037438173,-0.20027497,0.4404805,0.30719706,18.332664,53.514004,36.191406,16.476488,0.89034873,-0.53319937,-37.345036,2.391215,-8.304562,86.93412,52.772846,-1063.0552,-1064.6769,968
13333,1.993154880110586e-06,0.7855768,-0.12965609,-0.053385172,0.19369592,-0.31907627,0.16252919,0.06436272,0.009523638,0.19422859,0.30894893,14.831963,33.394356,6.027676,25.138996,-21.992622,-26.435308,42.206627,-48.35632,48.175453,-32.95917,-15.856651,-1063.0544,-1073.7283,967
13334,2.008051882353148e-06,1.2500426,-0.2197427,-0.6206364,0.6342701,-0.2447926,-0.0501107,0.04017632,0.09773516,0.07102344,-0.11116599,13.593987,-13.93084,3.1066802,4.9872756,-32.503296,22.916372,47.040844,41.338734,-60.402534,33.221127,-47.50403,-1063.047,-1067.2549,966
13335,2.013943472896907e-06,0.7804619,0.19175498,-0.33745494,-0.02398254,0.20285502,-0.37340352,0.22824253,-0.08440976,0.34504578,0.26348305,16.344748,8.388805,-0.79028,-15.977659,-46.492382,-55.309673,6.052491,26.582968,-16.943216,1.6455051,2.4603682,-1063.0441,-1069.1947,965
13336,2.020345537486034e-06,0.37539542,0.3073322,-0.33302388,0.28379074,-0.26385948,-0.2221962,0.16956885,0.19377846,0.15904607,0.63205665,16.72943,41.667847,30.85309,-7.9401402,-21.750542,8.35924,51.23908,-26.82836,-14.565472,36.317207,14.413797,-1063.0409,-1066.7935,964
13337,2.0210855456115743e-06,0.9972963,-0.417965,0.06795644,0.08735282,-0.2198357,0.17183019,-0.12520364,0.23957352,0.016106144,0.17335112,14.018946,36.531612,4.0231414,-22.271988,11.838438,42.364983,-31.64697,-1.1518517,8.8050585,42.552803,3.7886033,-1063.0405,-1087.4315,963
13338,2.0409193964929095e-06,0.68841285,0.13634534,-0.4177463,0.22138606,0.12302277,-0.21725427,0.05966229,-0.06579674,0.3118965,0.48546627,16.337116,18.969166,-48.672028,-16.592634,-9.374646,-21.344662,-39.21406,-87.61342,-16.534504,-38.43913,-5.031881,-1063.0308,-1063.6699,962
13339,2.046157957127676e-06,0.55697685,0.24278945,-0.37467933,0.07715829,0.027370812,-0.030653473,0.051526982,-0.0020628741,0.379103,0.5935362,13.065131,59.604317,22.757042,-4.228424,-3.9934807,-5.545106,-29.351263,-73.5025,-75.09725,-49.76128,34.588905,-1063.0282,-1064.186,961
13340,2.048407168700124e-06,0.9917181,-0.22318137,-0.27127582,-0.015926184,0.14436369,-0.04963894,-0.045177028,0.083754614,0.18271992,0.22038576,18.396172,32.4699,-37.06556,13.396264,-17.58656,18.345428,-6.7133565,66.52083,29.294672,41.456547,47.78258,-1063.0271,-1079.4026,960
13341,2.0556714604442966e-06,0.6270921,0.29277793,-0.28282365,-0.056005828,-0.007992896,0.11423737,0.0055071637,0.011976989,0.17983185,0.45665002,18.608604,25.203096,7.647428,6.115795,-53.769966,42.45771,16.612011,82.50845,62.84191,-24.19337,8.669972,-1063.0236,-1071.7358,959
13342,2.0617027660324365e-06,1.1553718,-0.20464426,-0.55845094,0.71557814,-0.5496609,0.18777792,-0.08739672,0.018241273,0.20895202,0.037579123,13.969092,56.2451,-37.95117,-31.528307,-45.113983,-44.09726,10.282879,64.07275,33.67894,-17.599972,38.30862,-1063.0206,-1069.1947,958
13343,2.0837149702167387e-06,0.96334755,-0.16293804,-0.1527129,0.08834869,-0.19896424,0.0771168,-0.07497156,0.18283665,0.097452715,0.2152261,19.732231,47.98913,18.416956,-63.926594,52.362526,-18.739428,78.1755,62.185345,-41.99934,-113.36529,25.823364,-1063.01,-1066.2787,957
13344,2.0865148066823994e-06,1.0288328,-0.01000446,-0.4625858,0.30099934,-0.22866073,0.060909994,0.21066585,-0.33228168,0.43006775,0.02892985,17.396626,-34.726692,-25.243532,29.931324,-9.888726,4.361074,-11.401706,74.47387,72.21003,8.592165,-38.118694,-1063.0087,-1067.2549,956
13345,2.0908492282588654e-06,1.1137906,-0.43542984,-0.09368866,0.17102581,-0.2074867,0.23338112,-0.19822927,0.15869851,0.21734461,0.34118253,14.771568,48.783447,10.933708,31.932775,-38.117527,-50.360195,51.562332,11.262763,26.043272,-77.159065,-5.8195987,-1063.0066,-1068.4053,955
13346,2.0985201841876642e-06,0.5855975,0.43713766,-0.37528023,0.16079979,-0.21789163,-0.15030012,0.15356517,0.050524656,0.02179752,0.6994582,17.432207,38.29044,25.284307,-0.28454256,-25.765553,-39.20457,36.32813,120.85994,53.556187,41.84106,15.1531315,-1063.0029,-1070.8207,954
13347,2.1033930061371023e-06,1.3700995,-0.5453878,-0.24608508,0.17761342,0.25792074,-0.31815755,-0.011525,0.21500535,-0.038961545,0.023472918,15.440513,45.32554,-65.04718,-35.197235,-48.24716,-23.480373,31.96051,-46.975937,32.338444,0.13880348,-11.868012,-1063.0006,-1066.565,953
13348,2.108277142913975e-06,0.93981,-0.045283485,-0.25554723,0.05772281,-0.076483466,0.22598831,-0.15148826,0.15400237,0.13066043,0.025708564,14.137819,76.94911,4.5680914,-19.372797,109.86143,15.281095,35.15622,6.1004877,-44.604973,-43.497864,28.842888,-1062.9983,-1066.565,952
13349,2.070228482553879e-06,0.783229,0.28991488,-0.48855498,0.14811122,0.25506613,-0.49996024,0.052210063,0.34556964,0.07351528,0.42281342,15.778292,-8.188289,-30.930511,13.195767,-9.748346,47.151226,-19.638803,15.460105,-33.19174,17.831528,2.2163515,-1062.9912,-1065.2688,951
13350,2.02880664390558e-06,0.5063191,0.15925205,-0.3339477,0.09553539,0.1722676,-0.1253467,-0.18694979,0.14945357,0.38004938,0.57949734,17.877666,41.22992,6.748219,2.085096,5.16851,50.112625,-23.801924,121.729256,41.540627,-27.104412,-12.649488,-1062.9855,-1064.9717,1000
13351,2.0404799804974726e-06,1.2351872,-0.32901862,-0.030980388,0.07467433,-0.26451343,0.09645244,0.0007668374,0.20220436,-0.0038150304,0.2672226,15.128527,-15.216013,-4.365696,-9.015722,65.42492,-21.471111,-45.33685,57.966976,-71.7914,-19.44293,-15.788521,-1062.9797,-1063.1929,999
13352,2.053724124825749e-06,0.7719868,0.007865913,-0.1577452,-0.14893353,0.021674784,-0.033203788,-0.10770643,0.22521406,-0.0068529164,0.4930147,16.168098,46.998272,15.364753,-59.61682,-129.4403,-1.622664,-48.581287,22.467768,24.98371,16.739735,58.20938,-1062.9733,-1063.6699,998
13353,2.066549642614188e-06,0.60282326,0.17793685,-0.21490861,0.06311916,0.017640378,-0.02215043,-0.16872445,0.009695573,0.31479678,0.62000483,17.408257,43.539715,-40.787003,-19.539185,-57.023582,41.557972,43.928963,28.053078,98.94899,-61.404186,41.721836,-1062.967,-1071.4978,997
13354,2.0670542329299304e-06,0.5129701,0.40061063,-0.43541962,0.22292839,-0.20394887,-0.2084345,0.18946576,-0.06974928,0.16681108,0.5487307,18.069399,37.114773,-32.503517,-5.9660945,9.399553,8.472606,-43.217472,-17.080997,-72.64314,24.468967,-34.13593,-1062.9668,-1067.0188,996
13355,2.0942302036705314e-06,0.36119074,0.4419009,-0.3526434,0.011267189,-0.19460642,0.2789471,-0.17668276,0.038927965,0.43542102,0.715166,15.350345,71.36343,-31.24816,-75.679726,-14.9355,-13.066531,-16.270144,-37.9689,24.747694,5.070725,39.246597,-1062.9537,-1065.9998,995
13356,2.0993493167524034e-06,0.4131479,0.41562408,-0.2944973,0.04667855,0.061602887,-0.20361602,-0.0022684312,0.009999081,0.30871594,0.64909077,17.335735,70.40571,32.87654,-15.794188,-10.355461,-3.4698405,10.901881,-14.323103,-25.681826,-70.88846,-0.7351894,-1062.9513,-1068.4053,994
13357,2.128508272595948e-06,0.5798838,0.2389153,-0.18965529,-0.039788924,-0.10218556,0.011519842,-0.02635078,0.2201659,0.103291936,0.4640105,16.701843,29.678043,-88.379524,24.769787,-46.497192,105.57331,10.453199,5.705311,-27.31233,101.24663,-3.8087673,-1062.9375,-1064.186,993
13358,2.1313682967174024e-06,0.64393044,0.06312178,-0.40611017,0.13834001,0.17629287,-0.17572774,-0.27460027,0.17212485,0.1967784,0.40530583,17.41065,46.51104,-67.32143,-13.390438,-86.5101,-22.3381,48.826336,0.8330737,32.138844,-40.67503,-64.55016,-1062.9362,-1086.028,992
13359,2.141800817773765e-06,1.1965754,-0.3158433,-0.046925183,-0.15323368,0.144817,0.1184821,-0.23083803,0.120952524,0.1646996,-0.07202569,13.247706,-11.5357,-7.0116205,-48.254704,-21.594666,38.71042,-33.99369,34.85458,-148.91777,-15.918941,-23.708271,-1062.9313,-1062.9912,991
13360,2.1715494046215303e-06,0.6101565,0.15943754,-0.22138202,0.012799244,0.12949884,-0.10665383,-0.15961932,0.22679864,0.25610396,0.44412738,18.893803,27.305733,-3.2783237,-86.36929,-16.309183,66.05906,-16.21373,9.265721,-15.1817255,-85.789276,72.989815,-1062.9175,-1064.6769,990
13361,2.180314744141694e-06,0.59788895,0.15124878,-0.2342202,-0.009636817,0.13643947,-0.3499028,0.13999264,-0.041779824,0.18854882,0.3379283,16.01222,52.311203,-0.74058294,11.73363,13.709904,38.395195,5.8432555,45.49105,-6.261577,54.537132,-16.223911,-1062.9135,-1063.1929,989
13362,2.181379610904949e-06,0.7594194,0.0111039085,-0.43594447,0.27636045,-0.44285542,0.34800866,-0.2981325,0.036554273,0.213777,0.2216073,16.020142,43.075863,49.85918,17.447622,-32.356945,-7.7968407,-4.072309,-26.120878,131.78651,56.634457,-27.156013,-1062.913,-1074.6858,988
13363,2.200367777235116e-06,1.137754,-0.1765814,-0.30827773,0.23084268,-0.061496075,-0.15656866,-0.03593817,0.24428637,-0.0071995654,0.20285663,16.56619,22.30465,-6.5248814,-10.815927,132.63428,36.589806,-62.533344,2.362792,-21.194397,24.686117,-36.62755,-1062.9043,-1064.186,987
13364,2.20520788526957e-06,1.349939,-0.5662936,-0.1091318,0.06084802,-0.020821135,0.08199783,-0.073038585,0.20955645,-0.06799112,0.036892675,18.053919,46.20395,57.114468,48.394245,90.58504,4.3522563,41.237988,-26.74353,-9.587541,16.390553,62.058117,-1062.9021,-1065.2688,986
13365,2.2203341908817946e-06,1.2752043,-0.40009415,-0.029546576,-0.09712197,-0.080313005,0.30731124,-0.24987333,0.26240328,-0.014517654,-0.14238898,17.460793,85.58249,29.31138,-26.917025,-45.343475,81.995,20.094175,61.664562,84.842384,3.0441155,124.77604,-1062.8953,-1062.9912,985
13366,2.233654796942846e-06,1.0107602,0.15264599,-0.49169064,0.034101713,0.15903276,-0.2344381,0.17314148,-0.022425659,0.13073349,0.43411452,14.697996,38.89332,-21.335857,55.49684,-21.692709,44.38032,-52.24151,-42.61611,6.3013473,12.582167,60.85002,-1062.8893,-1065.2688,984
13367,2.24267082145917e-06,0.49977472,0.6369093,-0.68535477,-0.15654367,0.55926096,-0.17023946,-0.2291343,0.06960913,0.33510154,0.66536605,16.16052,39.517445,-5.477279,-20.38484,-35.22289,-20.08354,-22.488377,24.38153,-26.65383,2.56108,-3.6471815,-1062.8853,-1065.2688,983
13368,2.2437661429634553e-06,1.2630918,-0.41043535,-0.08568752,0.1500414,-0.29836428,0.46486396,-0.2935961,0.014045945,0.18876088,0.04150798,15.917989,37.695713,-6.6192007,40.917725,-13.461773,-4.403575,-32.66582,8.314911,-65.47687,-14.244673,-30.419783,-1062.8848,-1063.4309,982
13369,2.272987898849473e-06,0.74974,0.050837696,-0.2313372,0.15107876,-0.35205382,0.0054398915,0.2357489,-0.015166583,0.008200243,0.52881503,17.432592,54.66477,53.350227,69.32259,47.78187,64.11196,95.85632,70.577805,-4.1708217,3.3161197,33.70372,-1062.8718,-1063.6699,981
13370,2.275486450180974e-06,0.56875575,0.25343665,-0.45712292,0.16883662,-0.3120529,-0.16506977,0.13982244,-0.007447897,0.068596095,0.7270312,16.6015,43.234066,-9.046921,-72.36816,-17.975275,-16.112047,38.137287,-65.190956,26.880123,-97.54665,-16.803425,-1062.8707,-1067.8359,980
13371,2.277987748010854e-06,0.80475396,-0.046877816,-0.20022257,0.13986665,0.08114712,-0.2948751,-0.051526807,0.279147,0.05074174,0.51243013,14.757433,29.592995,23.788616,29.350279,-12.550893,-7.4462314,11.0597925,7.577189,56.18138,-14.1293745,-104.39343,-1062.8696,-1065.2688,979
13372,2.2841136128556813e-06,0.72933346,0.20698106,-0.18782601,-0.017996976,-0.29751664,0.23891027,-0.06795092,0.17463745,0.16967435,0.5996193,13.525198,42.949608,8.469693,-48.777508,-61.313152,-1.1389905,-6.034497,51.36874,-39.7151,19.186829,3.4278173,-1062.867,-1069.1947,978
13373,2.2894173878832454e-06,1.2590778,-0.5470337,-0.17863981,0.23213564,-0.02287384,-0.12957148,0.037230078,0.074446745,0.1778212,0.15157609,16.484526,-1.0040911,15.618911,17.510054,24.289467,23.63119,114.9757,-118.893166,-58.468243,40.342827,44.005966,-1062.8646,-1063.9591,977
13374,2.289417387883766e-06,0.6080593,0.026643928,-0.13384037,0.13055958,-0.08473286,-0.037834954,-0.087258905,0.13941517,0.33793876,0.3699961,16.623426,94.50346,-22.40663,-65.126945,24.386961,82.95291,19.723986,17.908678,-25.443985,93.49268,29.389996,-1062.8646,-1063.9591,976
13375,2.3280267078282165e-06,0.5496199,0.37943003,-0.3028045,0.07885869,-0.11412004,0.03981763,-0.19844744,0.21000476,0.1172378,0.47011128,16.389456,39.304855,11.399657,52.613476,4.137999,-79.30241,39.600967,45.278282,-10.396355,-70.42295,43.086624,-1062.8479,-1064.6769,975
13376,2.333717310492778e-06,0.9044038,0.24189128,-0.5524998,0.11085581,0.11424191,0.06285805,-0.17597015,0.25778285,0.029221572,0.5710313,17.748861,52.519592,12.801708,-5.762167,13.948439,-22.298317,17.857,29.808445,-41.06261,-97.642685,-38.41996,-1062.8455,-1084.145,974
13377,2.340850128810053e-06,0.76724863,0.260132,-0.31075865,-0.05669656,-0.14815499,0.14971563,-0.13284746,0.19051738,0.0034045244,0.31913933,14.6328745,45.311947,-23.553001,-61.962307,70.852455,-7.9438396,3.8077698,-61.999985,-40.860294,61.675056,-63.35654,-1062.8424,-1064.412,973
13378,2.354606309487937e-06,0.41768473,0.45140436,-0.37779346,0.15410452,0.15603133,-0.50085753,0.17239112,0.20946375,0.21654133,0.68023014,16.181429,76.57954,-21.492039,23.45223,2.913765,58.722984,-10.897746,2.5562482,34.405777,-30.782597,-63.75412,-1062.8365,-1068.1196,972
13379,2.3632449434830482e-06,1.0187534,-0.011670807,-0.4164296,0.06054847,0.21178144,-0.08792557,-0.29808626,0.45612454,-0.11506137,0.40867516,16.69012,33.420643,9.607225,-51.10814,-29.094797,4.0716467,7.3978653,-7.901021,-17.320484,-44.8029,37.571224,-1062.8329,-1067.8359,971
13380,2.4051536173479332e-06,0.71340775,0.33973253,-0.52038735,-0.05590579,-0.049930964,-0.0034263723,-0.110070884,0.19653836,-0.006719246,0.5988717,17.773203,38.221153,21.207958,-53.633217,-51.445683,-68.86333,-19.434805,82.36763,-12.554706,10.375824,5.0602565,-1062.8153,-1065.7853,970
13381,2.408385363004494e-06,0.8453866,0.041593075,-0.09134135,0.08936538,-0.35721624,0.18432365,-0.00446755,0.15690227,0.061495595,0.39650604,17.988132,28.67762,22.140259,51.269016,30.418077,49.831287,60.350956,-14.258783,-38.20964,-26.848667,-80.96617,-1062.814,-1074.3834,969
13382,2.4136830434507154e-06,0.6040449,0.25342083,-0.33832654,0.12150926,-0.08456868,-0.15532866,-0.005023596,0.21901412,0.068408795,0.44003066,14.423788,30.078642,42.892002,-4.99998,-64.95645,-16.124928,17.901499,37.427994,16.062426,62.380566,-18.621204,-1062.8118,-1064.6769,968
13383,2.422834157606168e-06,0.9440644,-0.0782712,-0.33182323,0.19561161,-0.16602439,-0.27030647,0.17254658,0.24419662,-0.08812686,0.32931438,17.593475,36.545708,31.770214,-6.828244,40.05047,10.104439,-7.4392705,32.85878,34.39414,-30.335499,56.632996,-1062.808,-1076.0697,967
13384,2.4501970825442014e-06,1.0747564,-0.18780908,-0.15350431,0.12263171,-0.27724445,0.2511965,-0.24099809,0.31607687,0.031528313,0.16035043,16.947498,44.94217,-19.14512,38.536655,-13.867245,1.0766201,-38.964123,-47.090664,-18.39173,-59.588993,-13.864926,-1062.7968,-1066.565,966
13385,2.4567860451852063e-06,0.6498208,0.036992338,-0.25981134,0.31698388,-0.11012131,-0.31717715,0.1605982,0.14175647,0.090978645,0.623162,16.609781,31.220821,-20.22978,-11.699847,-48.937817,49.089737,5.373358,16.083605,-32.544674,-3.9193368,1.8095069,-1062.7941,-1063.1929,965
