,,alpha_ar_1,alpha_ar_2,alpha_ar_3,alpha_ar_4,alpha_ar_5,alpha_ma_1,alpha_ma_2,alpha_ma_3,alpha_ma_4,sigma,mu,init_y_1,init_y_2,init_y_3,init_y_4,init_y_5,logL,logL_birth,nlive
17470,0.00039382532220647335,0.8770008,-0.9016646,0.05495388,0.735284,0.46277687,0.2841841,0.6117676,-0.31215966,-0.32749197,14.860988,51.519794,41.850273,34.548733,36.59339,7.7795367,-52.805805,-1057.1826,-1058.7686,980
17471,0.000393921482704463,0.9528091,-0.7882347,0.07020275,0.51038253,0.32748556,0.64509565,0.2917632,-0.26939148,-0.4224127,15.67794,20.950966,-10.021117,16.483858,17.971622,30.541498,13.32113,-1057.1824,-1059.6442,979
17472,0.0003951737079082985,0.96499157,-0.69471794,0.03203736,0.63903046,0.5420207,-0.07491484,0.5109277,0.47345874,-0.26160362,14.144513,-33.902687,-22.341892,1.050824,-18.236378,-5.7370987,-3.4201212,-1057.1792,-1057.2618,978
17473,0.0003996367077686202,0.7923865,-0.97144204,0.24821824,0.01588436,0.25945422,0.4846573,-0.17744891,-0.037726603,-0.31909886,16.720232,40.515038,24.92206,46.547363,-10.87826,27.260134,85.53987,-1057.168,-1059.8057,977
17474,0.0004018380183141581,0.81106037,-0.8348913,0.31389627,-0.4950454,0.06125342,0.43407688,-0.51750773,-0.016210862,-0.059578985,15.510165,43.074295,8.395101,12.988699,-3.4725,-17.605625,-9.460156,-1057.1625,-1060.006,976
17475,0.00040193613527623583,0.93999267,-0.800632,0.10188453,0.6124047,0.5221319,0.4799393,0.4092118,-0.1204031,-0.43986633,13.862829,34.02988,8.837638,-28.231016,-24.718645,36.076324,-72.2493,-1057.1622,-1057.5668,975
17476,0.00040267277652974656,0.78141195,-0.19329435,-0.7830064,0.50166756,-0.060203366,-0.8921408,0.620512,-0.28012362,-0.07487256,16.169558,46.86912,19.805082,32.414345,19.13859,-38.190945,-126.30396,-1057.1604,-1065.7567,974
17477,0.000406277082495009,0.8484576,-0.8788155,-0.27489746,0.7700171,0.17276162,0.39321068,0.55992407,-0.31983703,-0.48162067,16.378714,30.013914,-16.053606,-30.958078,-19.282106,-2.4081514,-11.975013,-1057.1515,-1057.2618,973
17478,0.00040712106220103494,0.8687326,-0.27149948,-0.64553225,0.69649893,0.050355628,-0.71574557,0.82867485,-0.3867759,-0.06780789,16.542389,58.63673,4.782343,-29.249763,-50.40227,-82.81202,25.890913,-1057.1494,-1073.7057,972
17479,0.000407966795148043,0.8262037,-0.78855467,-0.49710202,0.5491461,-0.014434778,-0.2813601,0.6444893,-0.46830222,-0.15215445,13.347817,44.613796,0.62636095,3.1218128,-0.5916968,-34.13557,-0.5466384,-1057.1473,-1073.7057,971
17480,0.0004089141053376844,0.9870777,-0.24787664,-0.57654667,0.81408274,0.5757468,-0.5761796,0.84580994,0.12040161,-0.32984504,15.8334055,-1.1026204,42.85257,17.473207,51.586277,15.038241,39.52999,-1057.145,-1059.2859,970
17481,0.00040901395007023565,0.92568636,-0.1531291,-0.52769214,0.43318367,0.5040591,-0.43352783,0.5333961,0.5062082,-0.23382668,14.123531,9.657357,-18.014809,-15.850153,-39.14326,-11.693046,-10.040998,-1057.1448,-1057.9546,969
17482,0.0004115682443055275,0.9078902,-0.3132676,-0.38908005,0.27248254,0.123102754,-0.22825816,0.41292262,0.27671692,0.12579165,15.347299,46.060905,23.681778,17.294073,103.103615,63.509895,72.00841,-1057.1385,-1058.097,968
17483,0.00041439133735089007,0.76823676,0.055134792,-0.8692518,0.6973032,0.38723415,-0.63549846,0.70243925,-0.084234044,-0.3820008,14.701678,53.306526,-37.708668,-13.3778715,6.77323,24.001581,37.03364,-1057.1317,-1057.4343,967
17484,0.00041575938234243704,0.895814,-0.3728252,-0.70899016,0.8966167,0.56978846,-0.09410535,0.81618834,-0.19477034,-0.35716638,17.167835,34.410725,-10.820685,-17.037962,-15.280328,8.145365,-22.978945,-1057.1284,-1059.6442,966
17485,0.00041856012701058993,0.8156367,-0.20156646,-0.55896413,0.07618602,0.567673,-0.25925565,0.51209325,0.43845063,-0.45892695,16.086761,45.298088,31.070553,-5.6895947,22.047356,-46.317112,-21.737389,-1057.1217,-1057.4343,965
17486,0.0004195832507425344,0.79434866,0.24501511,-0.8016263,0.68020815,0.11053538,-0.29225084,0.79086375,-0.25381267,-0.28542015,15.424245,59.698082,-50.27054,-47.150894,-50.956882,-21.857834,-80.06415,-1057.1193,-1062.3561,964
17487,0.0004197881754032401,0.85374814,0.0060827537,-0.81181955,0.6317906,0.79895455,-0.87660193,0.6880802,0.2760155,-0.5691843,15.761135,79.563065,39.056988,48.51585,47.492115,62.309116,43.056923,-1057.1188,-1057.5668,963
17488,0.0004218429347737649,0.9485257,-0.6692501,0.08877915,0.34358963,0.3878262,0.47592402,0.20567645,0.24232166,-0.10839621,15.827056,57.299706,-1.8361008,9.729975,31.01423,-3.8364809,53.20215,-1057.1139,-1062.3561,962
17489,0.0004220489630651383,0.905885,-0.6769722,-0.31452963,0.58731717,0.4929463,0.008765718,0.62629145,0.34384733,-0.47801808,16.00143,23.537994,61.86353,25.368696,63.82832,58.147137,58.752796,-1057.1134,-1058.7686,961
17490,0.00042582670440697977,0.6905607,0.7801182,-0.8365735,0.8323939,0.09584905,0.29089344,0.7637368,-0.18529476,-0.16405068,14.725345,57.23346,-34.68368,-26.077662,24.037886,80.46771,-84.36169,-1057.1045,-1060.006,960
17491,0.00042780656317153293,0.86535174,-0.9280156,0.8333385,0.8124047,0.34951997,0.34309703,0.58602816,-0.0847703,-0.39595494,15.693519,69.983154,-42.92679,4.012565,-75.43054,12.35239,4.1991925,-1057.0999,-1061.1729,959
17492,0.00042990057056848817,0.97117776,-0.8377129,0.48956153,0.6466439,0.18777734,0.5874387,0.40581152,-0.11087706,-0.23622303,16.420044,36.10064,26.89688,-19.921484,2.9667275,-12.677087,6.588673,-1057.095,-1060.8153,958
17493,0.0004312671686171008,0.9703224,-0.84848356,0.82040733,0.79954046,0.024078902,0.7044667,0.52885675,-0.47717583,0.005120171,13.183401,77.57018,34.01176,33.861713,30.728168,19.503897,48.669422,-1057.0918,-1057.9546,957
17494,0.0004314251322934806,0.99572396,-0.78270507,0.58229816,0.6841018,0.7706887,-0.516408,-0.028494708,0.77105117,-0.3469655,15.538798,-19.151453,2.3508918,-8.634089,-9.924724,-47.633854,-60.896225,-1057.0914,-1058.9576,956
17495,0.0004316885336726223,0.9910383,0.69707495,-0.80829966,0.97529376,-0.09267742,0.09214483,0.79730624,-0.5932597,0.10064635,13.96705,-15.20678,12.704392,12.659005,5.8232675,-4.3643894,53.940357,-1057.0908,-1058.2244,955
17496,0.0004332723225327613,0.89258933,-0.86597484,0.5482677,-0.2895125,0.69328636,0.5865738,-0.383799,0.5334098,-0.38919094,16.631128,40.20577,-39.77835,10.01306,20.17673,-17.187801,8.32749,-1057.0872,-1057.5668,954
17497,0.0004334839329419985,0.84746313,-0.7292063,-0.4947238,0.62133753,0.27282244,0.4041635,0.69084466,-0.32329133,-0.26486677,14.057821,47.701412,6.6117883,7.458006,4.1846585,36.19875,-96.66759,-1057.0867,-1057.764,953
17498,0.0004342783928567793,0.962776,-0.77886283,0.5160726,0.03038992,0.32646096,0.63639426,-0.09889535,0.17178601,-0.3890354,15.858931,29.578762,30.410007,14.270097,-44.613075,25.431786,53.2367,-1057.0848,-1057.764,952
17499,0.00042420831707589394,0.955157,-0.62099516,0.13546188,0.25957903,0.5904292,0.12277813,0.27954194,0.37008306,-0.43288162,15.081741,87.89543,31.598768,53.65339,87.512314,41.647564,3.1180604,-1057.083,-1058.5879,951
17500,0.00041359468648827946,0.9454001,-0.60627174,-0.28397885,0.48607382,0.50497264,-0.0015745176,0.5198543,0.066719785,-0.41872883,15.9559355,0.96650887,35.790333,0.057335343,25.183678,27.851837,22.134527,-1057.0824,-1062.5286,1000
17501,0.0004136956740807148,0.92038304,-0.8836129,0.026874097,0.75258535,-0.07756467,0.73486584,0.48284283,-0.6653516,-0.02044402,14.308918,50.616985,-38.149193,6.1599026,27.842815,58.77164,-86.45572,-1057.0822,-1058.9576,999
17502,0.00041490945025033727,0.89856213,-0.9294888,0.5877994,0.8918662,0.25825998,0.6046606,0.60617375,-0.12640357,-0.39477676,14.084737,72.96794,5.821741,26.975477,35.795128,36.780426,-12.472658,-1057.0792,-1057.2618,998
17503,0.0004205696529857712,0.86846584,-0.8807501,-0.17952612,0.5789823,0.500478,0.20293595,0.49749187,0.008186857,-0.32735232,12.12892,61.00913,-22.645798,-22.218493,-15.095664,-43.256554,4.1720343,-1057.0657,-1057.9546,997
17504,0.00042062099518825913,0.9688613,-0.53819317,-0.27806196,0.55429906,0.35682204,-0.08472324,0.65156317,-0.00052472606,-0.3162919,15.724041,56.690155,-34.757015,22.588318,-13.054485,44.01545,0.75786674,-1057.0656,-1057.5668,996
17505,0.00042159768878091214,0.8912062,0.29692042,-0.62977034,0.24746399,0.462713,-0.65470845,0.57406193,0.47541776,-0.24113111,14.758918,47.231327,-45.371704,-9.018003,-34.657684,13.303748,7.2775984,-1057.0632,-1057.764,995
17506,0.0004224219264241759,0.9856904,-0.6768239,0.20747076,0.4150303,0.52004683,0.4062365,0.3808577,0.19894159,-0.17760064,16.632524,44.963802,-16.176857,-60.63326,-5.95171,16.22086,18.202158,-1057.0613,-1063.6825,994
17507,0.0004224219264237917,0.7868398,-0.6142905,-0.57491916,0.22995715,-0.11163526,-0.40622237,0.22691517,-0.12112646,-0.14923666,13.630069,47.72973,39.147976,26.458582,93.77502,123.28837,-58.054016,-1057.0613,-1058.3928,993
17508,0.0004225250693673897,0.8698992,-0.8887443,-0.43105286,0.4750292,0.2442068,-0.00013179205,0.53550607,-0.18061237,-0.3831161,16.543032,43.246147,-9.129881,6.4269376,0.12698103,-11.998383,-46.428726,-1057.061,-1061.5918,992
17509,0.00042516374061233735,0.961048,-0.6581262,-0.009861423,0.5312216,0.51753896,0.0038247858,0.4907212,0.51992327,-0.15353331,14.600812,29.14144,16.794823,17.289368,13.000179,56.009697,31.596478,-1057.0548,-1062.7532,991
17510,0.00042615098258550095,0.8769477,-0.16217253,-0.66708106,0.58499783,0.7552036,-0.45253682,0.7314254,0.16820814,-0.345017,16.087204,47.694874,-45.738003,-29.735783,-38.8886,43.239674,58.917248,-1057.0525,-1067.0427,990
17511,0.00042677568462224145,0.91193956,-0.75178146,0.11282221,0.37760043,0.41036338,0.612067,0.35594586,-0.10914528,-0.37654793,15.635993,22.583931,24.432499,12.509701,19.892994,14.071766,30.20282,-1057.051,-1061.1729,989
17512,0.00042698412207139156,0.9596622,-0.19176075,-0.53195405,0.37735546,0.5402066,0.028393028,0.65190953,0.19084309,-0.2786466,14.226656,19.781265,15.371595,26.822027,66.525185,7.0535793,69.09705,-1057.0505,-1062.5286,988
17513,0.0004274534786164542,0.94309115,-0.910751,0.8735374,0.09544121,-0.30955824,0.9165923,-0.5536392,-0.2024998,-0.09542572,15.804483,34.117935,22.110252,40.40469,52.820766,69.83884,27.067282,-1057.0494,-1065.5693,987
17514,0.0004370030555023105,0.98237956,-0.8627848,0.745093,0.9043513,-0.30421242,0.7200384,0.48064253,-0.86255115,0.033587582,14.684213,70.511475,-1.6396185,-1.2546871,-0.94760776,30.716496,81.476944,-1057.0273,-1065.5693,986
17515,0.0004374300247463402,0.82165396,0.09909836,-0.78128916,0.85944366,0.3923948,-0.5136826,0.8106762,-0.04481269,-0.13939223,16.668375,38.716164,3.0685985,-19.904667,-25.308306,16.254103,-41.609325,-1057.0264,-1065.7567,985
17516,0.00044075321205014545,0.8864391,-0.07779202,-0.6158653,0.5259739,0.47524253,-0.4349375,0.58553755,0.15608306,-0.4263545,15.474746,54.137474,3.053385,-43.032177,-16.756718,-66.28596,16.363914,-1057.0188,-1058.7686,984
17517,0.00044145320478729873,0.92328864,-0.7161039,-0.20592532,0.67502385,0.82122934,-0.041997205,0.5597268,0.46170625,-0.68173784,16.887104,44.697124,1.4635978,26.009092,48.898067,58.13946,88.934975,-1057.0172,-1057.4343,983
17518,0.00044312690783699044,0.8877507,-0.4867109,-0.6361961,0.54352707,0.58006155,-0.4604178,0.63872045,0.12383985,-0.4574629,15.000834,53.955986,-22.217209,-18.142479,-10.41184,-42.530804,-55.613316,-1057.0134,-1060.1697,982
17519,0.0004437764951745152,0.86229664,-0.8187658,-0.047076363,0.6107892,0.14407873,0.11400215,0.5575459,-0.020246634,-0.31540975,17.151892,42.488346,21.592472,53.704563,62.155163,110.29755,23.46786,-1057.012,-1057.083,981
17520,0.0004454046326272303,0.8445765,-0.973353,0.5902607,0.09494231,0.2238944,0.7319537,-0.2834454,0.092234634,-0.34683317,14.949308,58.919926,-18.686724,-51.81984,23.50176,114.161705,-24.637337,-1057.0083,-1057.2618,980
17521,0.00044785804567917174,0.8736561,-0.95829046,0.26380897,0.78038216,0.40395275,0.61984205,0.48903114,-0.32550067,-0.26783758,14.084818,33.184605,-16.038397,-48.481144,-56.193325,-1.6751739,-61.441418,-1057.0028,-1064.6578,979
17522,0.00044900759207110993,0.8935503,-0.9167436,0.1577777,0.8763821,-0.10273234,0.806738,0.26545906,-0.72700304,-0.09977636,17.48199,33.098145,-3.4195561,-41.547607,-19.01546,-21.532394,-7.8347588,-1057.0002,-1058.9576,978
17523,0.00045043492885772803,0.8479404,-0.7985492,-0.13459508,0.3167503,0.322081,0.12694964,0.23807032,0.19937591,-0.3558313,18.27683,44.22815,11.438932,-10.778254,35.84141,43.350426,21.068624,-1056.9971,-1059.2859,977
17524,0.0004538569153515636,0.85264754,0.73362875,-0.86723334,0.9801051,0.38127622,-0.48808366,0.894885,-0.27190846,-0.3424015,15.753538,-49.584797,1.8289329,-3.9579594,-2.2499673,34.02764,4.7950573,-1056.9895,-1057.4343,976
17525,0.0004570816600217516,0.94664925,-0.7313831,-0.10237989,0.9075921,-0.063201204,0.37882423,0.6885402,-0.56527084,-0.14063007,12.969086,-26.605412,-0.41335672,22.603231,31.450613,64.576256,30.517654,-1056.9824,-1067.594,975
17526,0.00045713745952797105,0.88551974,-0.88141686,0.16687079,0.33087984,0.052181583,0.6535707,0.11023038,-0.37990615,-0.27364683,13.768094,35.171055,11.975695,-26.094112,4.248234,-21.071362,16.385208,-1056.9823,-1061.389,974
17527,0.00045780758517330534,0.9225695,-0.79464173,0.020007141,0.6224595,0.23710437,0.5131981,0.5722494,0.22937417,-0.1837313,13.208225,45.705845,23.577707,-8.245628,13.473773,-28.517008,-61.09124,-1056.9808,-1057.764,973
17528,0.0004579752700208213,0.8180937,-0.91376984,-0.23041685,0.3345123,0.42671064,0.30374962,0.24815147,0.10387304,-0.30701375,15.535896,51.19368,38.338207,56.341206,19.957691,46.180706,-59.9059,-1056.9805,-1061.1729,972
17529,0.0004607228330602814,0.9287204,-0.79831,0.22885214,0.6440582,0.6209519,-0.3476641,0.17935318,0.75730306,-0.49799663,14.667074,-27.31515,7.2638345,6.1513147,7.5493765,11.79174,4.6350765,-1056.9745,-1057.083,971
17530,0.0004619617887166495,0.92517745,-0.886511,0.67595005,0.08905483,0.5988008,0.78992224,-0.08719882,0.40789348,-0.50981826,16.431837,75.63214,38.555058,-46.669334,-89.31545,-31.054808,-63.940575,-1056.9718,-1061.1729,970
17531,0.0004625825153897409,0.908458,-0.8661532,0.19906095,0.4817851,0.050581463,0.64666194,0.033158038,-0.22543767,-0.18066494,15.083593,37.21393,-34.314842,-46.749542,-22.490341,19.770985,47.83083,-1056.9705,-1057.5668,969
17532,0.00046348687974625456,0.41994724,0.42815116,-0.80277437,0.17357357,0.1858763,-0.85269666,0.3220421,-0.05224758,-0.19646883,14.626843,52.63359,-1.9484227,1.1996912,6.4680386,-33.322586,-47.152622,-1056.9685,-1062.5286,968
17533,0.00046461982193469705,0.9886373,-0.72473437,0.04099775,0.42404944,0.65267277,0.407337,0.47939152,0.42017472,-0.46153346,15.323771,-17.714184,-16.943485,-48.80905,-1.4351666,-51.86791,-20.83116,-1056.9661,-1058.097,967
17534,0.00046518733111291214,0.7373749,-0.26901037,-0.8136289,0.10492951,0.53123724,-0.625518,0.54159224,0.12546442,-0.40132362,16.272959,41.061096,44.61127,44.4449,76.98167,12.870006,-2.8769002,-1056.9648,-1059.2859,966
17535,0.0004673501950319114,0.9233856,-0.116072625,-0.5176158,0.47452796,0.47478554,-0.28557542,0.5602166,0.24203335,-0.2254471,13.061541,32.60866,26.136967,25.158463,44.094337,83.37842,85.295944,-1056.9602,-1059.2859,965
17536,0.00046849258066496504,0.8431986,-0.7587678,-0.4050135,0.16583972,0.50277364,0.023590736,0.26057258,0.22592779,-0.38422823,15.726258,36.362053,-9.501136,29.224367,73.44171,36.575912,17.75266,-1056.9578,-1057.2618,964
17537,0.00046958043340428434,0.81238765,-0.22908224,-0.6167706,0.06703086,0.23077863,-0.42977738,0.48446023,0.047209166,-0.08436056,14.693389,41.803505,9.186289,13.298781,-2.857733,22.864515,-37.010666,-1056.9554,-1062.7532,963
17538,0.0004703262087821662,0.9589837,-0.5344365,-0.2826472,0.45118803,0.56688315,0.46321866,0.6004651,0.43250862,-0.5040623,14.59167,82.00709,-5.5463204,46.63396,19.576384,38.97332,22.804808,-1056.9539,-1058.2244,962
17539,0.00047072827060813465,0.9816571,-0.67293024,-0.009740602,0.5108783,0.520692,0.029231843,0.50019133,0.5559444,-0.62053746,15.778609,26.70845,10.766065,-53.199745,34.407143,-34.447136,41.42786,-1056.953,-1062.0038,961
17540,0.0004709581745206205,0.39457798,0.77544767,-0.88576627,0.78746843,-0.20522937,0.61476004,0.58035576,-0.41065186,-0.16221163,14.248514,37.32373,23.445692,-5.9411793,-45.918266,-64.00113,26.322739,-1056.9525,-1058.097,960
17541,0.0004718789135714438,0.9070975,-0.92310405,0.52469724,0.47828645,0.19280967,0.86003935,0.06231387,-0.32778436,-0.3710306,14.8068285,13.11405,9.620406,-16.275625,-29.23509,-50.318504,-25.80812,-1056.9506,-1058.5879,959
17542,0.0004721670135162642,0.12876211,0.95789784,-0.7827833,0.59257555,0.32207122,-0.33517548,0.8031589,0.19638948,-0.14480627,15.82171,81.81922,-3.8475826,-14.539227,-2.2328186,19.034107,-15.552304,-1056.95,-1059.4683,958
17543,0.0004730901158885747,0.897095,0.89888245,-0.7950383,0.81778973,0.05120093,-0.02664149,0.7439582,-0.33383933,-0.07300943,16.094526,-17.17421,-6.825149,-19.524765,-40.24417,-40.86479,8.757149,-1056.948,-1059.1425,957
17544,0.0004745360775859937,0.84443444,-0.9294027,0.27933276,0.5957281,0.29035923,0.46734592,0.28240085,0.18486829,-0.22254124,15.966748,51.223385,7.435976,11.588545,27.559435,71.198746,-3.8997905,-1056.945,-1057.2618,956
17545,0.00047494173824922856,0.90406305,-0.7516289,-0.2603305,0.38394722,0.59461856,0.109982,0.58939564,0.4313536,-0.45204264,15.945494,38.845776,0.11659791,-19.067223,-58.491074,-10.138007,-39.45346,-1056.9441,-1060.8153,955
17546,0.000475347745694363,0.8716851,-0.56667125,-0.19485217,0.34706807,0.17820978,0.14289834,0.39409798,0.074581966,-0.040097393,13.149103,44.492435,3.2634485,0.68727773,14.026211,29.01216,48.569122,-1056.9432,-1059.4683,954
17547,0.0004754638115571684,0.9030173,-0.8928355,0.62505406,0.4088368,0.57293737,0.60084075,0.21932004,0.22629315,-0.5509673,13.394116,-14.4692545,-18.41172,-42.51887,-16.364998,25.04503,-14.535102,-1056.943,-1062.9382,953
17548,0.00048130338256205006,-0.06879758,0.9942933,-0.8346411,0.8216827,0.5153822,-0.49973717,0.883213,-0.007980764,-0.26400498,16.475428,-4.1512856,9.986923,-21.92102,12.348111,-65.93708,103.527565,-1056.9308,-1073.1859,952
17549,0.0004740038182193595,0.86685985,-0.8104044,-0.23054,0.18314813,0.570451,0.16724804,0.47010502,0.30769917,-0.6017013,15.61445,60.147247,-25.2656,26.0745,7.1744223,-11.337228,66.68112,-1056.9208,-1058.097,951
17550,0.00046237002291586537,0.9002423,-0.5840347,-0.59269905,0.37766477,0.47143018,0.4000778,0.69521177,0.022802707,-0.38321254,16.812262,41.547756,-44.07356,-9.886286,-60.529865,-30.038578,-27.676008,-1056.9197,-1056.9208,1000
17551,0.0004637266088085425,0.80038774,-0.40052858,-0.50565815,-0.1300255,0.19649777,-0.5260781,-0.045924354,0.1813026,-0.13212113,14.164171,43.10081,-6.711256,50.780815,63.405567,12.889817,-16.677835,-1056.9167,-1060.8153,999
17552,0.0004655984157141464,0.92692864,-0.67919517,-0.06443665,0.5121563,0.22188014,0.5223618,0.42372042,-0.08736036,-0.4875326,17.15517,62.573227,-16.276281,20.1712,-54.135044,65.56555,-41.57488,-1056.9127,-1060.3735,998
17553,0.0004658258142035783,0.9613473,-0.18711597,-0.4551443,0.36163536,0.803294,-0.34619305,0.54261,0.4769774,-0.6295672,14.24474,-3.8231034,25.55923,24.028242,9.358734,9.498918,34.36444,-1056.9122,-1057.2618,997
17554,0.00046685048257429724,0.80050886,-0.8330563,0.2436552,-0.36085388,-0.19283593,0.31430718,-0.35371262,-0.06633081,-0.040806998,14.541966,40.36055,32.36407,30.26813,-28.59133,-5.404952,-41.417053,-1056.91,-1057.083,996
17555,0.00046799164671608136,0.92889726,-0.64334095,-0.29709023,0.4501432,0.40185556,-0.18536901,0.35782424,0.3525328,-0.27357963,16.627876,25.401697,-32.3723,13.594939,-49.115093,27.025087,13.599278,-1056.9076,-1061.8164,995
17556,0.00046953664433205505,0.9197037,0.08224844,-0.7650649,0.8367635,-0.281045,0.5134611,0.7552516,-0.7155229,-0.034632057,17.887516,52.68131,-0.34552258,-0.7371362,11.698148,25.791597,-5.291757,-1056.9043,-1058.097,994
17557,0.00047281507642240385,0.90353984,-0.916882,0.7311956,0.34438586,0.6408348,0.53400016,0.09625339,0.3162259,-0.5649139,16.64483,-16.169289,-7.105163,-7.966747,-54.8819,-52.339226,-17.76615,-1056.8973,-1056.9208,993
17558,0.00047339259568213084,0.826722,-0.81072575,0.01442338,-0.27104458,0.21490897,0.310656,-0.19707373,0.23973109,-0.32038873,14.156703,50.980995,-30.950893,-51.846107,3.717241,10.615771,-7.443085,-1056.8961,-1064.0504,992
17559,0.0004743180941084214,0.19248305,0.87153196,-0.8586011,0.83388734,0.44857457,-0.07050579,0.8038662,0.055823468,-0.3691638,14.892299,40.999405,-31.519522,-30.835503,-15.206404,40.792915,13.765288,-1056.8942,-1060.8153,991
17560,0.00047541947385087166,0.8775033,-0.8974706,0.27195725,0.41722652,0.67093325,0.5503942,0.24648397,0.058312368,-0.5183615,15.84844,26.36918,-11.850234,-52.88111,36.077034,-21.370153,-20.326857,-1056.8918,-1057.764,990
17561,0.0004771054598263361,0.94514203,-0.74588096,-0.049076185,0.7393912,0.42030627,0.042820755,0.5029041,0.08715819,-0.44010785,13.765282,86.70942,-8.684621,-53.58496,-40.61083,-89.51253,-10.249278,-1056.8883,-1060.006,989
17562,0.00048214051820559274,0.9823185,-0.7935149,0.63196945,0.6129793,0.49000323,0.6460903,0.18776053,-0.05659173,-0.5139923,13.538287,-17.8615,18.949905,-59.80012,25.342403,20.92759,-71.142334,-1056.8778,-1058.3928,988
17563,0.000483083119114378,0.8782882,0.1412816,-0.58938307,0.06804114,0.42301664,-0.1223599,0.67190343,0.3725465,-0.048239943,16.941086,43.108852,-38.739605,-10.742376,-31.6167,49.52068,62.725906,-1056.8759,-1057.2618,987
17564,0.0004840866518414504,0.5395248,0.576881,-0.87455744,0.8237983,-0.13960552,0.52848804,0.46986738,-0.4472002,-0.05264162,15.2528715,48.003204,-51.46857,-54.19186,-60.248417,-18.831747,25.550037,-1056.8738,-1057.764,986
17565,0.00048728819308290015,0.6726728,0.6810849,-0.7778268,0.34347576,0.35178873,-0.87254655,0.84096456,0.010054787,-0.22523154,13.227775,51.86196,11.681396,16.660688,33.48803,29.187023,41.967945,-1056.8672,-1057.2618,985
17566,0.000488956578519389,0.9955048,-0.48650664,-0.10357778,0.10259977,0.66659635,-0.29324195,0.13418406,0.7444372,-0.41404724,16.888763,13.030558,9.925659,-2.5709074,-5.701159,-49.07694,-65.16046,-1056.8638,-1058.5879,984
17567,0.0004890759672568493,0.67835337,0.038967624,-0.55876106,-0.13902293,-0.015250824,-0.61332476,-0.18048209,0.26770017,-0.0644646,15.064145,41.459682,-15.616032,17.847034,36.68012,18.328268,-6.009697,-1056.8635,-1076.0621,983
17568,0.0004911699953636056,0.8988269,-0.758184,-0.19256726,0.24932864,0.6349131,-0.043957975,0.30611917,0.55948764,-0.60729533,17.64069,69.56998,42.46204,12.95719,20.407076,15.538055,38.98621,-1056.8593,-1064.6578,982
17569,0.0004979921111938155,0.87475485,-0.5085522,-0.29461855,0.2509022,0.11581134,0.04559574,0.26329023,0.080246404,-0.1667455,15.932387,40.741592,27.121567,-26.431059,48.453156,-25.755005,-46.108356,-1056.8455,-1057.5668,981
17570,0.0004982961542343555,-0.055611026,0.97088146,-0.85235,0.7769813,0.41004828,-0.7211515,0.8721632,0.052118436,-0.17556661,15.989092,-6.7680635,26.66861,5.0037985,35.01195,-40.078804,105.77612,-1056.8448,-1059.6442,980
17571,0.0004985395223143885,0.82443184,-0.79509383,-0.25517023,0.42505205,0.12532966,-0.10088377,0.391571,-0.12202509,-0.121345,14.981884,45.5885,-55.82789,-7.3342333,-72.895424,-0.5213345,4.5006313,-1056.8444,-1057.5668,979
17572,0.0005007351907582653,0.85775864,-0.39333168,-0.5337436,0.3671097,0.45476845,-0.34340662,0.4860294,0.32882512,-0.110233724,15.1439085,29.950119,8.160546,-13.300774,-25.268301,6.742719,30.090895,-1056.84,-1058.3928,978
17573,0.0005014692270657314,0.8858396,-0.87737674,0.01906464,0.70481217,0.5244338,-0.04134732,0.55718464,0.25976244,-0.2987004,16.5587,24.529882,-5.2952332,-10.2873535,-62.68805,10.971885,-15.525388,-1056.8385,-1058.097,977
17574,0.0005022656473919031,0.803004,0.27773625,-0.64089406,0.13118292,0.40163845,-0.6032189,0.66359586,0.38232523,-0.10943179,16.321728,53.048485,-21.935375,-29.299158,-64.47041,35.270702,1.1328858,-1056.8369,-1061.8164,976
17575,0.0005086206226215406,0.8558418,-0.98386693,0.63414246,0.824598,0.6018924,0.13572547,0.5728374,-0.030999383,-0.51415545,14.217676,-56.732685,-32.709457,-30.249834,1.9427814,-10.916548,38.20718,-1056.8243,-1061.5918,975
17576,0.0005116095697111189,0.9333861,-0.7640845,-0.027913429,0.806336,0.48300323,0.05507151,0.6898412,0.17126429,-0.33092248,15.896452,34.42169,36.863846,-3.6450171,-5.290575,0.5285011,35.570072,-1056.8185,-1060.5691,974
17577,0.0005117969610415599,0.96616274,0.041455295,-0.5829399,0.5936058,0.4376904,-0.3184744,0.8074943,0.11185246,-0.28309494,13.638722,45.621006,45.180565,53.75811,89.939415,23.739168,20.050976,-1056.8181,-1059.4683,973
17578,0.000512359546957851,0.92181134,-0.83574593,0.65117794,0.49953675,0.047703657,0.55823267,0.14320731,-0.23985086,-0.14722326,14.738711,52.568043,5.6557426,18.94404,50.99172,31.405148,39.07532,-1056.817,-1056.9208,972
17579,0.0005130479918573931,0.85062015,-0.6958018,-0.19777466,-0.054525387,0.5575576,-0.151245,0.22268088,0.5378232,-0.63767385,15.646482,43.539146,-6.962777,-21.605747,-22.918938,-19.161728,27.776602,-1056.8157,-1057.764,971
17580,0.0005135492600065924,0.9334422,0.047457676,-0.6403523,0.7829996,0.11170386,0.21408087,0.694389,-0.17205071,-0.12693797,15.597846,55.768368,30.810415,-14.435594,-26.232744,-45.36021,22.181442,-1056.8147,-1057.4343,970
